HistoricalDate,Open,High,Low,Close,SharesTraded,TurnoverInCrores
28/02/2000,1711.15,1726.65,1670.75,1722.55,27266318,1486.21
29/02/2000,1722.85,1783.3,1626.35,1654.8,49498835,3207
01/03/2000,1661.5,1727.9,1630,1712.7,37586272,1722.99
02/03/2000,1713.65,1773.85,1690.05,1696.55,42276125,1458.68
03/03/2000,1696.45,1719.15,1644.4,1656,29500370,1748.95
06/03/2000,1656,1721,1656,1688.5,32426509,1503.59
07/03/2000,1711.85,1730.85,1684.9,1702.75,36861204,1955.02
08/03/2000,1717.75,1765.25,1654.45,1666.35,30249973,2436.16
09/03/2000,1667.45,1692.25,1595.45,1646.25,27734646,2343.6
10/03/2000,1647.85,1680.45,1588.2,1602.75,23714154,1846.44
13/03/2000,1601.4,1645,1553.45,1560.7,32025029,2339.72
14/03/2000,1561.55,1571.3,1503.2,1567.05,37965722,2101.66
15/03/2000,1546.8,1630.95,1538.7,1620.1,28895834,1975.52
16/03/2000,1620.4,1621.2,1554.3,1562.2,33981961,1873.92
21/03/2000,1563.3,1585.25,1542.65,1556.6,30768798,2021.33
22/03/2000,1551.05,1604,1551.05,1589.6,26938367,1582.53
23/03/2000,1590.3,1629.2,1544.5,1553.4,21308741,1645.35
24/03/2000,1554.2,1579.4,1540.45,1569.55,15407574,1352.2
27/03/2000,1570.45,1593.3,1555.75,1562.95,19049762,1218.6
28/03/2000,1563.3,1575.85,1527.55,1568.6,28174402,1838.22
29/03/2000,1569.3,1609.4,1553.4,1558.25,32288722,1468.66
30/03/2000,1556.95,1557.85,1489.1,1549.5,38871150,1562.26
31/03/2000,1545.55,1545.55,1493.9,1528.45,49680971,1757.77
03/04/2000,1528.7,1555.5,1510.75,1534.75,50909584,1638.46
04/04/2000,1534.05,1534.05,1420.85,1428.1,42180348,1071.07
05/04/2000,1428.5,1467.4,1391.65,1434.65,49400946,1880.26
06/04/2000,1436.15,1475.25,1381.05,1452.95,40869843,1850.96
07/04/2000,1453.3,1558.05,1453.3,1557.15,49468064,1272.2
10/04/2000,1557.55,1636.95,1557.55,1613,67959549,1932.64
11/04/2000,1613,1631.6,1550.85,1624.65,34966347,2042.24
12/04/2000,1624.4,1628.55,1586,1592.7,35323588,2074.92
13/04/2000,1587.95,1587.95,1502.7,1518.65,20985552,1207.87
17/04/2000,1518.55,1518.55,1412.45,1443.55,47786700,1109.7
18/04/2000,1443.55,1478.85,1410,1414.8,30055064,1311.69
19/04/2000,1417.75,1469.05,1375.05,1404.95,38873392,1939.59
20/04/2000,1405.7,1425.55,1339.75,1415.65,43869587,2294.24
24/04/2000,1416.05,1431.8,1371.85,1388,34272187,1720.02
25/04/2000,1383.8,1383.8,1311.3,1359.45,40507493,1380.95
26/04/2000,1362.5,1439.05,1362.5,1436.1,45032350,1395.49
27/04/2000,1436.15,1455.85,1400.65,1416.9,51773632,2558.15
28/04/2000,1419.9,1438,1396.55,1406.55,27456437,1442.25
02/05/2000,1410,1421.5,1319.65,1333.45,39377730,1889.61
03/05/2000,1330.15,1342.15,1258.1,1316.05,34709688,1815.26
04/05/2000,1317.95,1385.15,1317.95,1380.55,29963970,1527.37
05/05/2000,1381.9,1428.6,1381.9,1422.4,35555435,1883.38
08/05/2000,1423.25,1436.6,1358.8,1365.05,23965671,2058.9
09/05/2000,1362.45,1385.7,1328.05,1378.55,24898689,1523.07
10/05/2000,1380.4,1391.35,1359.65,1363.15,22179474,1577.07
11/05/2000,1359.1,1359.1,1295.95,1304.55,23828870,1553.33
12/05/2000,1305.3,1326.3,1276.4,1282.8,23382546,1576.03
15/05/2000,1281.3,1311.7,1220.7,1299.25,21763805,1747.61
16/05/2000,1300.2,1310.45,1287.8,1306.85,17410579,1238.38
17/05/2000,1310.8,1347.7,1303.75,1311.65,25382671,1662.6
18/05/2000,1311.3,1316.2,1289.55,1293.4,23235814,1201.14
19/05/2000,1293.45,1293.45,1252.7,1268,27403349,1507.05
22/05/2000,1267.85,1267.85,1228.4,1233,18684174,1051.53
23/05/2000,1229.25,1230.9,1203.2,1224.4,21794331,1240.47
24/05/2000,1224.5,1246.25,1201.5,1235.9,30854002,1573.85
25/05/2000,1237,1269.8,1235.7,1247.65,35464246,1835.71
26/05/2000,1247.1,1278.75,1232.85,1275.35,33048311,1691.57
29/05/2000,1273.7,1317.75,1267.4,1311.05,47527900,2324.35
30/05/2000,1310.8,1347.3,1304.95,1344.85,35581006,1885.23
31/05/2000,1355.35,1410.75,1355.35,1380.45,46440897,1883.79
01/06/2000,1380.4,1380.4,1345.1,1349,29618849,1837.2
02/06/2000,1350.15,1395.35,1350.15,1389.25,40135483,2355.95
05/06/2000,1390.95,1461.05,1390.95,1404.6,46679969,2610.47
06/06/2000,1405.45,1426.15,1392.7,1421.75,28124165,1919.16
07/06/2000,1423.4,1442.7,1413.8,1430.35,32121331,2513.05
08/06/2000,1430.5,1468.7,1430.5,1463.65,39568681,2210.67
09/06/2000,1464.3,1485.5,1458.9,1467.2,55393741,2813.85
12/06/2000,1464.4,1477.55,1437.15,1440.4,28468653,1536.29
13/06/2000,1438.8,1438.8,1411.9,1432.9,37250861,1929.73
14/06/2000,1434.95,1459.15,1423.95,1435.5,37371054,2058.68
15/06/2000,1437,1452.8,1422.4,1445.25,30332490,2161.96
16/06/2000,1443.15,1480.85,1441.6,1477.3,39625952,2365.22
19/06/2000,1477.55,1510.45,1477.55,1498.75,37008819,2603.38
20/06/2000,1498,1518.05,1497.05,1507.1,32047330,2164.97
21/06/2000,1524.05,1539.1,1470.4,1475.15,30544515,2174.65
22/06/2000,1475.65,1491.4,1461.3,1488.25,42444916,2293.65
23/06/2000,1487.85,1499.85,1462.75,1472.2,62807049,2895.19
26/06/2000,1472.15,1472.15,1431.25,1451.65,28885013,1640.31
27/06/2000,1452.8,1467.15,1448.95,1454.3,41444271,2187.36
28/06/2000,1453.7,1474.7,1445.6,1470,25720842,1540.08
29/06/2000,1471.35,1505.75,1471.35,1492.35,41360755,2256.54
30/06/2000,1490.2,1490.65,1462.45,1471.45,39155406,2011.95
03/07/2000,1473.45,1498.7,1473.45,1495.25,39577037,2570.28
04/07/2000,1496.15,1516.8,1494.8,1511.3,37921171,2262.39
05/07/2000,1511.5,1530.9,1511.5,1526.05,51276438,2510.18
06/07/2000,1525.15,1525.15,1504.05,1516.8,41999154,2020.33
07/07/2000,1517,1528.15,1513.4,1517.6,40341969,1801.54
10/07/2000,1518.15,1523.2,1502.7,1509.65,40338082,1774.42
11/07/2000,1510.55,1523.1,1506.15,1518.55,47327973,2423.52
12/07/2000,1518.7,1537.1,1507.95,1533.35,41648670,2379.45
13/07/2000,1535.55,1564.75,1513.65,1522.6,47987006,2969.5
14/07/2000,1522.2,1534.35,1505.9,1509.75,50970729,3559.29
17/07/2000,1509.25,1512.25,1475.15,1479.65,39534845,2262.55
18/07/2000,1479.3,1482.9,1458.6,1463.1,39629219,2404.76
19/07/2000,1464.55,1468.55,1432.85,1435.8,38459509,2307.28
20/07/2000,1434.95,1443.25,1416,1424.2,44962303,2135.42
21/07/2000,1424.9,1435.2,1394.3,1397.25,47900266,2505.76
24/07/2000,1397.05,1397.05,1310.85,1317.75,41605572,2259.71
25/07/2000,1317.35,1363.45,1269.25,1348.9,52145532,2981.2
26/07/2000,1350.8,1371.8,1315.15,1318.25,35752137,2078.39
27/07/2000,1317,1342.75,1291.3,1338.05,41436644,2588.56
28/07/2000,1337.7,1359.4,1327.95,1333.8,44541451,2647.66
31/07/2000,1333.3,1343.65,1317.3,1332.85,28942787,1710.44
01/08/2000,1332.85,1344.5,1322.6,1326.85,32539550,1646.5
02/08/2000,1323.7,1333.85,1312.25,1331.9,30378509,1517.09
03/08/2000,1330.7,1339.4,1319,1321.25,37075727,2003.92
04/08/2000,1320.25,1333.15,1302.65,1318.55,38818913,2398.1
07/08/2000,1319.7,1321.7,1299.9,1310.8,33735626,1755.17
08/08/2000,1312.1,1348.25,1311.15,1345.6,38046488,2702.94
09/08/2000,1345.95,1363.95,1341.05,1344.95,44986130,2278.45
10/08/2000,1345.25,1360.4,1325.15,1328,44327298,2141.22
11/08/2000,1328.15,1328.15,1306.6,1310.75,36412192,1801.61
14/08/2000,1312.25,1321.55,1295.45,1317.9,43856581,1754.49
16/08/2000,1319.35,1354.95,1319.35,1351.45,40974798,2017.68
17/08/2000,1351.5,1363.05,1334.95,1341.4,53407669,2036
18/08/2000,1342,1360.65,1339.05,1358.05,48685807,2759.83
21/08/2000,1358.75,1374.5,1358.75,1370.25,49039737,2623.58
22/08/2000,1370.75,1394.9,1370.75,1381.2,52198971,2682.16
23/08/2000,1381.6,1398.9,1376.9,1386.05,61613888,2909.66
24/08/2000,1386.3,1390.45,1374.9,1386.95,44508722,2495.19
25/08/2000,1387.35,1396.1,1377.75,1381.25,50255008,2737.87
28/08/2000,1379.6,1383.45,1368.25,1369.85,37279363,1762.03
29/08/2000,1368.65,1373.55,1360.65,1367.7,38510859,1904.42
30/08/2000,1369.9,1384.85,1369.8,1375.95,43639136,2125.99
31/08/2000,1376.5,1397.3,1375.9,1394.1,41752795,2911.67
04/09/2000,1395.95,1433.15,1395.95,1427.75,59118945,3166.7
05/09/2000,1428.05,1434.65,1420.9,1428.25,46660762,2260.14
06/09/2000,1430.9,1444.45,1421,1435.35,55564667,2500.5
07/09/2000,1434.7,1450.2,1424.35,1439.75,50581945,2438.64
08/09/2000,1440.6,1453.15,1440.6,1450.05,48947780,2895.93
11/09/2000,1449.35,1469,1448.95,1456.35,48899129,2813.46
12/09/2000,1457.1,1470.55,1447.8,1467.65,44769146,2577.54
13/09/2000,1467.65,1482,1452.6,1456.15,40899886,2469.6
14/09/2000,1456.75,1466.65,1437.85,1445.3,48935189,3029.32
15/09/2000,1443.25,1451.05,1411.55,1417.2,48417567,2754.79
18/09/2000,1416.05,1416.05,1352.1,1354.35,44613980,2370.04
19/09/2000,1351.8,1361.7,1295.3,1317,61402728,2743.89
20/09/2000,1317.8,1351.1,1311.1,1342.9,42014443,1857.75
21/09/2000,1341.65,1347.4,1325.75,1329.85,37264457,1601.33
22/09/2000,1329.1,1329.1,1261.2,1266.45,53881081,2465.04
25/09/2000,1268.4,1305.1,1268.4,1292.55,42390608,1999.04
26/09/2000,1292.9,1298.25,1261,1267.9,46208596,1908.5
27/09/2000,1267.45,1299,1249.35,1292.55,49801255,2127.47
28/09/2000,1292.4,1302.75,1260.8,1266.4,60964211,2528.87
29/09/2000,1267.3,1284.15,1264.4,1271.65,49222289,2024.29
03/10/2000,1270.75,1288.15,1254.35,1282,53465691,2010.96
04/10/2000,1281.45,1300.05,1275.8,1297.8,42233464,1894.67
05/10/2000,1296.1,1306.45,1282.5,1284.75,46464764,2106.74
06/10/2000,1284.35,1287.85,1262.65,1285,51772489,2554.93
09/10/2000,1285.05,1286.35,1264.2,1267.3,35059618,1548.95
10/10/2000,1268.7,1272.75,1230.05,1238.95,48897412,2256.73
11/10/2000,1232.85,1234.1,1193.8,1201.9,50473747,2499.47
12/10/2000,1201.3,1214.35,1185.1,1206.25,58853946,2798.13
13/10/2000,1205.7,1205.7,1167.5,1176.75,55251611,2407.17
16/10/2000,1177.85,1228.8,1173.35,1175.45,55531115,2416.43
17/10/2000,1174.3,1174.3,1140.6,1158.05,60519154,2530.89
18/10/2000,1157.05,1157.05,1122.8,1136,46516140,1875.79
19/10/2000,1135.65,1171.5,1108.2,1166.15,67023099,2565.29
20/10/2000,1166.2,1202.7,1166.2,1172,67674507,2906.96
23/10/2000,1171.75,1172.15,1141.45,1143.95,48683559,2018.46
24/10/2000,1143,1155.35,1132.9,1152.45,48203039,1919.5
25/10/2000,1158.2,1190.4,1157.25,1183.9,61460048,2299.96
26/10/2000,1182.8,1188.2,1176.6,1186.3,14447058,511.66
27/10/2000,1186.95,1192.9,1171.85,1178.7,42726133,1588.58
30/10/2000,1178.75,1185.8,1164.25,1167.15,38382435,1313.3
31/10/2000,1167.2,1175.6,1155.15,1172.75,46347670,1554.54
01/11/2000,1178.25,1203.85,1177.1,1200.8,57074022,1915.83
02/11/2000,1201.25,1226.35,1199.75,1224.85,67708490,2364.68
03/11/2000,1225,1249.2,1225,1242.05,76271033,2652.14
06/11/2000,1242.15,1261.4,1236.65,1240.25,71321989,2454.65
07/11/2000,1239,1249.1,1232.35,1246.75,52944920,2027.09
08/11/2000,1246.65,1277.25,1246.65,1266.8,75236288,2992.44
09/11/2000,1266.75,1275.55,1255.95,1269.95,61831113,1986.91
10/11/2000,1271.35,1271.4,1237.5,1239.55,62554227,2052.48
13/11/2000,1239.35,1239.35,1199.95,1208.05,56910304,1899.45
14/11/2000,1207.2,1246.9,1207.05,1242.85,71325452,2281.33
15/11/2000,1245,1270.1,1243.2,1247.05,71820640,2293.81
16/11/2000,1246.6,1254.55,1228.6,1233.25,62682250,1859.78
17/11/2000,1232.35,1238,1216.9,1236,56343239,1993.84
20/11/2000,1236,1241.75,1231.05,1237.6,53530821,1659.55
21/11/2000,1236.95,1237.85,1224.3,1235,54134113,1818.89
22/11/2000,1235.85,1247.5,1220.05,1222.35,56320308,2208.16
23/11/2000,1221.2,1223.05,1209.85,1216,60184640,1800.94
24/11/2000,1216.05,1230,1216.05,1225.2,69640031,2084.2
27/11/2000,1225.4,1254.45,1225.35,1252.9,67007159,2070.79
28/11/2000,1252.9,1275.45,1248.9,1272.75,81848549,2375.92
29/11/2000,1272.25,1281,1253.45,1264.75,83440444,2429.91
30/11/2000,1264.75,1272.1,1258.4,1268.15,75246754,2361.41
01/12/2000,1268.1,1280.5,1255.2,1276.2,93875047,3091.99
04/12/2000,1276.25,1290,1273.65,1275.6,68385969,2088.01
05/12/2000,1275.7,1288.2,1275.5,1284.65,66897728,2256.91
06/12/2000,1284.85,1319.85,1284.85,1298.55,82720927,2780.3
07/12/2000,1298.9,1308.45,1295.1,1302.5,86887597,2464.25
08/12/2000,1303.3,1317.2,1303.3,1313.7,92770801,2863.44
11/12/2000,1313.7,1333.5,1313.7,1332.15,77519863,2586.01
12/12/2000,1332.2,1341.75,1327.6,1333.35,78396433,2806.79
13/12/2000,1333.8,1360.8,1333.8,1354.3,81303722,3024.52
14/12/2000,1354.45,1369.5,1346.15,1349.35,107922822,3341.29
15/12/2000,1349.25,1349.25,1308.15,1312.6,106556294,3740.95
18/12/2000,1310.15,1321.65,1297.2,1317.6,71852888,2477.56
19/12/2000,1317.75,1325.6,1307,1310.5,79675399,2579.3
20/12/2000,1312.8,1313.4,1285.45,1295.25,64915151,2478.43
21/12/2000,1294.25,1294.25,1257.1,1277.4,81444699,2879.79
22/12/2000,1278.95,1292.8,1237.3,1242,89709314,3211.95
26/12/2000,1242.05,1248.5,1207.95,1212,71777831,2571.19
27/12/2000,1212.15,1239,1208.75,1228.3,59260399,2341.92
28/12/2000,1229.35,1253.6,1229.35,1248.95,61894808,2178.25
29/12/2000,1249,1265.9,1242.25,1263.55,68269636,2582.9
03/12/2012,5878.25,5899.15,5854.6,5870.95,113423350,4726.68
04/12/2012,5866.8,5894.95,5859,5889.25,131020191,4816.7
05/12/2012,5906.6,5917.8,5891.35,5900.5,139653957,5583.78
06/12/2012,5926.3,5942.55,5838.9,5930.9,140267080,5667.65
07/12/2012,5934,5949.85,5888.65,5907.4,127607078,5722.45
10/12/2012,5916.05,5919.95,5888.1,5908.9,95975757,4339.84
11/12/2012,5923.8,5965.15,5865.45,5898.8,137415161,6403.06
12/12/2012,5917.8,5924.6,5874.25,5888,132665649,6117.63
13/12/2012,5900.35,5907.45,5841.35,5851.5,136616335,5976.15
14/12/2012,5846.9,5886.1,5839.15,5879.6,115159830,5012.83
17/12/2012,5860.5,5886.05,5850.15,5857.9,109547002,4998.19
18/12/2012,5873.6,5905.8,5823.15,5896.8,148907334,6740.66
19/12/2012,5917.3,5939.4,5910.8,5929.6,149439204,6731.27
20/12/2012,5934.45,5937.6,5881.45,5916.4,123911218,5390.76
21/12/2012,5888,5888,5841.65,5847.7,141152911,5603.96
24/12/2012,5869,5871.9,5844.7,5855.75,85336999,3433.98
26/12/2012,5864.95,5917.3,5859.55,5905.6,83871326,3447.53
27/12/2012,5930.2,5930.8,5864.7,5870.1,139613235,5955.51
28/12/2012,5887.15,5915.75,5879.5,5908.35,89669021,3863.47
31/12/2012,5901.2,5919,5897.15,5905.1,64809641,3021.71
01/01/2013,5937.65,5963.9,5935.2,5950.85,77902745,3298.74
02/01/2013,5982.6,6006.05,5982,5993.25,116057389,4992.9
03/01/2013,6015.8,6017,5986.55,6009.5,99989933,4883.13
04/01/2013,6011.95,6020.75,5981.55,6016.15,113232990,5191.38
07/01/2013,6042.15,6042.15,5977.15,5988.4,110248018,5093.62
08/01/2013,5983.45,6007.05,5964.4,6001.7,109937502,5247.74
09/01/2013,6006.2,6020.1,5958.45,5971.5,129635568,6462.35
10/01/2013,5998.8,6005.15,5947.3,5968.65,129767384,6191.88
11/01/2013,6012.4,6018.85,5940.6,5951.3,128022002,8228.71
14/01/2013,5967.2,6036.9,5962.15,6024.05,134711348,7279.83
15/01/2013,6037.85,6068.5,6018.6,6056.6,138364003,6978.26
16/01/2013,6049,6055.95,5992.05,6001.85,128985952,6172.67
17/01/2013,6001.25,6053.2,5988.1,6039.2,178954867,7569.17
18/01/2013,6059.85,6083.4,6048.3,6064.4,186460701,8321.15
21/01/2013,6085.75,6094.35,6065.1,6082.3,130866385,6065.99
22/01/2013,6080.15,6101.3,6040.5,6048.5,129041713,5744.09
23/01/2013,6052.85,6069.8,6021.15,6054.3,136989190,5932.29
24/01/2013,6046.2,6065.3,6007.85,6019.35,185210189,7884.14
25/01/2013,6024.5,6080.55,6014.45,6074.65,147587200,6384.65
28/01/2013,6082.1,6088.4,6061.4,6074.8,113113004,5592.39
29/01/2013,6064.7,6111.8,6042.45,6049.9,157553752,8261.34
30/01/2013,6065,6071.95,6044.15,6055.75,124222858,6220.8
31/01/2013,6045.65,6058.05,6025.15,6034.75,168516750,8753.14
01/02/2013,6040.95,6052.95,5983.2,5998.9,159271140,6189.27
04/02/2013,6025.2,6038.5,5981.25,5987.25,141741868,6166.05
05/02/2013,5948.2,5970.35,5946.9,5956.9,136227506,5332.28
06/02/2013,5988.05,5990.9,5953.15,5959.2,157815926,5865.83
07/02/2013,5936.45,5978.5,5927.6,5938.8,157647191,5555.4
08/02/2013,5929.1,5953.7,5883.65,5903.5,192607376,6761.75
11/02/2013,5920.05,5924.15,5879.1,5897.85,121958667,5506.43
12/02/2013,5894.35,5927.65,5886.45,5922.5,142844560,4844.11
13/02/2013,5943.15,5969.5,5922.95,5932.95,142636632,5714.83
14/02/2013,5933.2,5940.2,5884.55,5896.95,143830565,7125.55
15/02/2013,5869.95,5899.95,5853.9,5887.4,125091945,5187.91
18/02/2013,5888.65,5911,5878.45,5898.2,114284193,4187.19
19/02/2013,5900.2,5947.55,5883.15,5939.7,100984778,3743.8
20/02/2013,5966.3,5971,5937.55,5943.05,135354164,5330.7
21/02/2013,5909.65,5921.15,5844.4,5852.25,159401234,6407.29
22/02/2013,5837.95,5873.8,5835.8,5850.3,157046865,5487.58
25/02/2013,5870.55,5878.4,5825,5854.75,125128736,4851.54
26/02/2013,5838.3,5838.85,5748.6,5761.35,157360222,5842.04
27/02/2013,5784.9,5818.2,5749.7,5796.9,175165933,6202.31
28/02/2013,5834.35,5849.9,5671.9,5693.05,334852895,12964.2
01/03/2013,5702.45,5739.45,5679.9,5719.7,174517984,6877.59
04/03/2013,5704.7,5712,5663.6,5698.5,144887325,5778.72
05/03/2013,5722.45,5790.1,5722.4,5784.25,154406134,6321.31
06/03/2013,5816.4,5828.7,5795.05,5818.6,156901392,6244.47
07/03/2013,5801.3,5878,5801.3,5863.3,134679762,5676.89
08/03/2013,5883.65,5952.85,5883,5945.7,150781148,6214.19
11/03/2013,5946.1,5971.2,5930.35,5942.35,125384918,5688.38
12/03/2013,5944.6,5952,5893.65,5914.1,115944389,5098.38
13/03/2013,5884.8,5893.85,5842.25,5851.2,116710808,4950.09
14/03/2013,5845.95,5920.15,5791.75,5908.95,149008437,7204.09
15/03/2013,5914.9,5945.65,5861,5872.6,152156666,6984.19
18/03/2013,5816.75,5850.2,5814.35,5835.25,102663402,4690.01
19/03/2013,5859.5,5863.6,5724.3,5745.95,182311867,8255.03
20/03/2013,5740.55,5745.3,5682.3,5694.4,187624850,7103.68
21/03/2013,5705.9,5757.75,5647.95,5658.75,179177573,7053.93
22/03/2013,5659.8,5691.45,5631.8,5651.35,165293291,5909.38
25/03/2013,5707.3,5718.4,5624.4,5633.85,150388821,5683.44
26/03/2013,5613.75,5655.3,5612.05,5641.6,126500524,4939.19
28/03/2013,5647.75,5692.95,5604.85,5682.55,209658945,8372.35
01/04/2013,5697.35,5720.95,5675.9,5704.4,97779717,3683.38
02/04/2013,5701.7,5754.6,5687.15,5748.1,106423845,4262.15
03/04/2013,5740.2,5744.95,5650.1,5672.9,140713330,5313.95
04/04/2013,5640.65,5644.45,5565.65,5574.75,134586976,5000.44
05/04/2013,5568.1,5577.3,5534.7,5553.25,137461477,5281.57
08/04/2013,5550.5,5569.2,5537.05,5542.95,97021471,3673.21
09/04/2013,5568.75,5603.05,5487,5495.1,138184712,5485.91
10/04/2013,5536.25,5569.25,5477.2,5558.7,128558760,5387.08
11/04/2013,5601.65,5610.65,5542.85,5594,146828501,6469.38
12/04/2013,5520.7,5544.5,5494.9,5528.55,127323273,7447.27
15/04/2013,5508.5,5592.85,5500.3,5568.4,142918219,7133.92
16/04/2013,5562.45,5699.25,5555.85,5688.95,142679244,5943.06
17/04/2013,5708.65,5732.15,5669,5688.7,154575403,7304.1
18/04/2013,5682.7,5794.35,5681.85,5783.1,149883469,6588.7
22/04/2013,5789.85,5844.85,5789.8,5834.4,135095797,6073.25
23/04/2013,5843.1,5844.3,5791.55,5836.9,132218357,5366.87
25/04/2013,5856.1,5924.6,5853.3,5916.3,199597725,9211.66
26/04/2013,5899.75,5907.05,5860.5,5871.45,141311877,6840.01
29/04/2013,5877.6,5918.65,5868.8,5904.1,118882089,5364.86
30/04/2013,5932.6,5962.3,5867.8,5930.2,153186197,6699.02
02/05/2013,5911.4,6019.45,5910.95,5999.35,162376438,7277.43
03/05/2013,5993.5,6000.3,5930.15,5944,145754275,6590.91
06/05/2013,5944.9,5976.5,5928.45,5971.05,110166713,4612.49
07/05/2013,5983.45,6050.5,5982.95,6043.55,136372981,5572.16
08/05/2013,6064.15,6083.55,6024.95,6069.3,122278698,5159.97
09/05/2013,6078.35,6084.7,6040.45,6050.15,109997276,5164.76
10/05/2013,6046.25,6105.3,6045.6,6094.75,111351573,5162.22
11/05/2013,6088.2,6114.55,6084.15,6107.25,7991165,355.74
13/05/2013,6098.2,6104.95,5972.9,5980.45,107948706,4633.05
14/05/2013,5989.7,6026.2,5970.05,5995.4,119265483,4921.65
15/05/2013,6018.85,6157.1,6018.85,6146.75,153892843,7240.73
16/05/2013,6128.25,6187.3,6128.25,6169.9,158635506,6733.31
17/05/2013,6172.95,6199.95,6146.15,6187.3,147280254,5870.44
20/05/2013,6198,6229.45,6146.05,6156.9,122252978,5589.97
21/05/2013,6152.35,6180.25,6102.35,6114.1,130589228,5122.71
22/05/2013,6127.05,6147.6,6074.45,6094.5,133763685,5837.19
23/05/2013,6050.4,6081.45,5955.7,5967.05,198930489,8230.1
24/05/2013,6010.7,6015.3,5936.8,5983.55,161622562,6193
27/05/2013,5989.4,6099.9,5975.55,6083.15,115115365,4961.15
28/05/2013,6086.35,6127.65,6055.4,6111.25,139668916,5481.14
29/05/2013,6120.45,6125.05,6069.8,6104.3,120205054,5135.8
30/05/2013,6072.15,6133.75,6072.15,6124.05,194092801,7794.82
31/05/2013,6098.7,6106.25,5975.55,5985.95,175311989,7223.11
03/06/2013,5997.35,6011,5916.35,5939.3,112123535,5702.24
04/06/2013,5941.1,5981.6,5910.25,5919.45,114450873,4990.51
05/06/2013,5908.3,5935.2,5883.7,5923.85,110223279,4691.39
06/06/2013,5895,5956.55,5869.5,5921.4,114174694,4961.54
07/06/2013,5900.05,5972.7,5871.3,5881,118346364,4888.65
10/06/2013,5907.9,5931.65,5857.4,5878,100130739,4304.75
11/06/2013,5848.75,5868.05,5780.35,5788.8,180902123,6695.57
12/06/2013,5771.75,5792.9,5738.6,5760.2,140394424,5894.04
13/06/2013,5709.35,5729.85,5683.1,5699.1,142041404,5462.45
14/06/2013,5748.95,5819.4,5739.4,5808.4,124410018,5121.33
17/06/2013,5820.4,5854.9,5770.25,5850.05,107160887,4560.84
18/06/2013,5841.9,5863.4,5804.3,5813.6,117541145,4591.91
19/06/2013,5805.75,5828.4,5777.9,5822.25,115539008,4643.17
20/06/2013,5754.15,5755,5645.65,5655.9,198400131,7148
21/06/2013,5639.9,5686.15,5616.85,5667.65,182410583,6697.18
24/06/2013,5638.05,5640,5566.25,5590.25,193488581,6308.88
25/06/2013,5606.95,5666.25,5570.25,5609.1,196571543,6792.49
